0,1,11,9,54540,8314,0,0,0,2,0,1,1,0,0,0,0,0,0,0,1,2,0,0,0,0.5,1,0,1,1,1,1,0,1,0,0,0,0,0,0
0,1,11,9,54540,8314,0,0,0,2,0,1,1,0,0,0,0,0,0,0,2,3,0,0,0,0.33,1,0,0.67,2,2,1,0,0.5,0,0,0,0,0,0
0,1,11,9,54540,8314,0,0,0,2,0,1,1,0,0,0,0,0,0,0,3,4,0,0,0,0.25,1,0,0.5,3,3,1,0,0.33,0,0,0,0,0,0
0,1,11,9,54540,8314,0,0,0,2,0,1,1,0,0,0,0,0,0,0,4,4,0,0,0,0,1,0,0,4,4,1,0,0.25,0,0,0,0,0,0
0,1,11,9,54540,8314,0,0,0,2,0,1,1,0,0,0,0,0,0,0,4,4,0,0,0,0,1,0,0,5,5,1,0,0.2,0,0,0,0,0,0
0,1,11,9,54540,8314,0,0,0,2,0,1,1,0,0,0,0,0,0,0,5,5,0,0,0,0,1,0,0,6,6,1,0,0.17,0,0,0,0,0,0
0,1,11,4,54540,8314,0,0,0,2,0,1,1,0,0,0,0,0,0,0,4,4,0,0,0.25,0.25,1,0,0,7,7,1,0,0.14,0,0,0,0.14,0.14,0
0,1,11,9,54540,8314,0,0,0,2,0,1,1,0,0,0,0,0,0,0,5,5,0,0,0.2,0.2,1,0,0,8,8,1,0,0.12,0,0,0,0.12,0.12,0
0,1,11,9,54540,8314,0,0,0,2,0,1,1,0,0,0,0,0,0,0,5,5,0,0,0.2,0.2,1,0,0,9,9,1,0,0.11,0,0,0,0.11,0.11,0
0,1,11,9,54540,8314,0,0,0,2,0,1,1,0,0,0,0,0,0,0,6,6,0,0,0.17,0.17,1,0,0,10,10,1,0,0.1,0,0,0,0.1,0.1,0
0,1,11,9,54540,8314,0,0,0,2,0,1,1,0,0,0,0,0,0,0,7,7,0,0,0.14,0.14,1,0,0,11,11,1,0,0.09,0,0,0,0.09,0.09,0
0,1,11,9,54540,8314,0,0,0,2,0,1,1,0,0,0,0,0,0,0,6,6,0,0,0.17,0.17,1,0,0,12,12,1,0,0.08,0,0,0,0.08,0.08,0
0,1,11,9,54540,8314,0,0,0,2,0,1,1,0,0,0,0,0,0,0,5,5,0,0,0,0,1,0,0,13,13,1,0,0.08,0,0,0,0.08,0.08,0
0,1,11,9,54540,8314,0,0,0,2,0,1,1,0,0,0,0,0,0,0,6,6,0,0,0,0,1,0,0,14,14,1,0,0.07,0,0,0,0.07,0.07,0
0,1,11,9,54540,8314,0,0,0,2,0,1,1,0,0,0,0,0,0,0,4,4,0,0,0,0,1,0,0,15,15,1,0,0.07,0,0,0,0.07,0.07,0
0,1,11,9,54540,8314,0,0,0,2,0,1,1,0,0,0,0,0,0,0,4,4,0,0,0,0,1,0,0,16,16,1,0,0.06,0,0,0,0.06,0.06,0
0,1,11,9,54540,8314,0,0,0,2,0,1,1,0,0,0,0,0,0,0,5,5,0,0,0,0,1,0,0,17,17,1,0,0.06,0,0,0,0.06,0.06,0
0,1,11,9,54540,8314,0,0,0,2,0,1,1,0,0,0,0,0,0,0,4,4,0,0,0,0,1,0,0,18,18,1,0,0.06,0,0,0,0.06,0.06,0
0,1,11,4,54060,7300,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4,4,0,0,0.25,0.25,1,0,0,19,19,1,0,0.05,0,0,0,0.11,0.11,0
0,1,11,9,54540,8314,0,0,0,2,0,1,1,0,0,0,0,0,0,0,5,5,0,0,0.2,0.2,1,0,0,20,20,1,0,0.05,0,0,0,0.1,0.1,0
0,1,11,9,54540,8314,0,0,0,2,0,1,1,0,0,0,0,0,0,0,4,4,0,0,0.25,0.25,1,0,0,21,21,1,0,0.05,0,0,0,0.1,0.1,0
0,1,11,9,54540,8314,0,0,0,2,0,1,1,0,0,0,0,0,0,0,4,4,0,0,0.25,0.25,1,0,0,22,22,1,0,0.05,0,0,0,0.09,0.09,0
0,1,11,9,54540,8314,0,0,0,2,0,1,1,0,0,0,0,0,0,0,5,5,0,0,0.2,0.2,1,0,0,23,23,1,0,0.04,0,0,0,0.09,0.09,0
0,1,11,9,54540,8314,0,0,0,2,0,1,1,0,0,0,0,0,0,0,4,4,0,0,0,0,1,0,0,24,24,1,0,0.04,0,0,0,0.08,0.08,0
0,1,11,9,54540,8314,0,0,0,2,0,1,1,0,0,0,0,0,0,0,4,4,0,0,0,0,1,0,0,25,25,1,0,0.04,0,0,0,0.08,0.08,0
0,1,11,9,54540,8314,0,0,0,2,0,1,1,0,0,0,0,0,0,0,5,5,0,0,0,0,1,0,0,26,26,1,0,0.04,0,0,0,0.08,0.08,0
0,1,11,9,54540,8314,0,0,0,2,0,1,1,0,0,0,0,0,0,0,4,4,0,0,0,0,1,0,0,27,27,1,0,0.04,0,0,0,0.07,0.07,0
0,1,11,9,54540,8314,0,0,0,2,0,1,1,0,0,0,0,0,0,0,4,4,0,0,0,0,1,0,0,28,28,1,0,0.04,0,0,0,0.07,0.07,0
0,1,11,9,54540,8314,0,0,0,2,0,1,1,0,0,0,0,0,0,0,5,5,0,0,0,0,1,0,0,29,29,1,0,0.03,0,0,0,0.07,0.07,0
0,1,11,9,54540,8314,0,0,0,2,0,1,1,0,0,0,0,0,0,0,4,4,0,0,0,0,1,0,0,30,30,1,0,0.03,0,0,0,0.07,0.07,0
0,1,11,9,54540,8314,0,0,0,2,0,1,1,0,0,0,0,0,0,0,5,5,0,0,0,0,1,0,0,31,31,1,0,0.03,0,0,0,0.06,0.06,0
0,1,11,9,54540,8314,0,0,0,2,0,1,1,0,0,0,0,0,0,0,5,5,0,0,0,0,1,0,0,32,32,1,0,0.03,0,0,0,0.06,0.06,0
0,1,11,9,54540,8314,0,0,0,2,0,1,1,0,0,0,0,0,0,0,4,4,0,0,0,0,1,0,0,33,33,1,0,0.03,0,0,0,0.06,0.06,0
0,1,11,9,54540,8314,0,0,0,2,0,1,1,0,0,0,0,0,0,0,3,3,0,0,0,0,1,0,0,34,34,1,0,0.03,0,0,0,0.06,0.06,0
0,1,11,9,54540,8314,0,0,0,2,0,1,1,0,0,0,0,0,0,0,4,4,0,0,0,0,1,0,0,35,35,1,0,0.03,0,0,0,0.06,0.06,0
0,1,11,9,54540,8314,0,0,0,2,0,1,1,0,0,0,0,0,0,0,4,4,0,0,0,0,1,0,0,36,36,1,0,0.03,0,0,0,0.06,0.06,0
0,1,11,9,54540,8314,0,0,0,2,0,1,1,0,0,0,0,0,0,0,5,5,0,0,0,0,1,0,0,37,37,1,0,0.03,0,0,0,0.05,0.05,0
0,1,11,9,54540,8314,0,0,0,2,0,1,1,0,0,0,0,0,0,0,5,5,0,0,0,0,1,0,0,38,38,1,0,0.03,0,0,0,0.05,0.05,0
0,1,11,9,54540,8314,0,0,0,2,0,1,1,0,0,0,0,0,0,0,6,6,0,0,0,0,1,0,0,39,39,1,0,0.03,0,0,0,0.05,0.05,0
0,1,11,9,54540,8314,0,0,0,2,0,1,1,0,0,0,0,0,0,0,7,7,0,0,0,0,1,0,0,40,40,1,0,0.03,0,0,0,0.05,0.05,0
0,1,11,9,54540,8314,0,0,0,2,0,1,1,0,0,0,0,0,0,0,6,6,0,0,0,0,1,0,0,41,41,1,0,0.02,0,0,0,0.05,0.05,0
0,1,11,9,54540,8314,0,0,0,2,0,1,1,0,0,0,0,0,0,0,5,5,0,0,0,0,1,0,0,42,42,1,0,0.02,0,0,0,0.05,0.05,0
0,1,11,9,54540,8314,0,0,0,2,0,1,1,0,0,0,0,0,0,0,6,6,0,0,0,0,1,0,0,43,43,1,0,0.02,0,0,0,0.05,0.05,0
0,1,11,9,54540,8314,0,0,0,2,0,1,1,0,0,0,0,0,0,0,4,4,0,0,0,0,1,0,0,44,44,1,0,0.02,0,0,0,0.05,0.05,0
0,1,11,9,54540,8314,0,0,0,2,0,1,1,0,0,0,0,0,0,0,4,4,0,0,0,0,1,0,0,45,45,1,0,0.02,0,0,0,0.04,0.04,0
0,1,11,9,54540,8314,0,0,0,2,0,1,1,0,0,0,0,0,0,0,5,5,0,0,0,0,1,0,0,46,46,1,0,0.02,0,0,0,0.04,0.04,0
0,1,11,9,54540,8314,0,0,0,2,0,1,1,0,0,0,0,0,0,0,4,4,0,0,0,0,1,0,0,47,47,1,0,0.02,0,0,0,0.04,0.04,0
0,1,11,9,54540,8314,0,0,0,2,0,1,1,0,0,0,0,0,0,0,4,4,0,0,0,0,1,0,0,48,48,1,0,0.02,0,0,0,0.04,0.04,0
0,1,11,9,54540,8314,0,0,0,2,0,1,1,0,0,0,0,0,0,0,5,5,0,0,0,0,1,0,0,49,49,1,0,0.02,0,0,0,0.04,0.04,0
0,1,11,9,54540,8314,0,0,0,2,0,1,1,0,0,0,0,0,0,0,4,4,0,0,0,0,1,0,0,50,50,1,0,0.02,0,0,0,0.04,0.04,0
0,1,11,9,54540,8314,0,0,0,2,0,1,1,0,0,0,0,0,0,0,4,4,0,0,0,0,1,0,0,51,51,1,0,0.02,0,0,0,0.04,0.04,0
0,1,11,9,54540,8314,0,0,0,2,0,1,1,0,0,0,0,0,0,0,5,5,0,0,0,0,1,0,0,52,52,1,0,0.02,0,0,0,0.04,0.04,0
0,1,11,9,54540,8314,0,0,0,2,0,1,1,0,0,0,0,0,0,0,4,4,0,0,0,0,1,0,0,53,53,1,0,0.02,0,0,0,0.04,0.04,0
